approval_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,scope,primary_species,email,phone,website,business_no,status,verified,verification_level,admin_notes
T1236,Myrnes Konrad A (Mattilsynet #T1236),Myrnes Konrad A,Norway,,Kvaløysletta,"Naustbuktveien 63, 9100 Kvaløysletta, Norway",62.0,10.0,1,Norway,PP-ST,,,,,969652005,approved,true,documentation_verified,Mattilsynet approved establishment #T1236. Scope: Processing plant - smoked/traditional. Business #969652005.
T1237,Reidar Eilif Pettersen (Mattilsynet #T1237),Reidar Eilif Pettersen,Norway,,Kvaløysletta,"Håkøyveien 309, 9100 Kvaløysletta, Norway",62.0,10.0,1,Norway,PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1237. Scope: Processing plant - smoked/traditional.
T1253,Arctic Food Lab As (Mattilsynet #T1253),Arctic Food Lab As,Norway,,Tromsø,"Utsikten 131, 9018 Tromsø, Norway",69.6945194,19.0018327,10,"Utsikten 131, 9018 Tromsø, Norway","FFPP, PP",,,,,834945592,approved,true,documentation_verified,"Mattilsynet approved establishment #T1253. Scope: Fresh fishery products processing, Processing plant. Business #834945592."
T1256,Kato Per Henriksen Løvstad (Mattilsynet #T1256),Kato Per Henriksen Løvstad,Norway,,Botnhamn,"Botnhamnveien 506, 9373 Botnhamn, Norway",69.4954935,17.8567113,10,"Botnhamnveien 506, 9373 Botnhamn, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1256. Scope: Processing plant - smoked/traditional.
T1260,Årvikbruket As (Mattilsynet #T1260),Årvikbruket As,Norway,,Årviksand,"Årviksand, 9195 Årviksand, Norway",70.1960505,20.5298875,9,"Årviksand barnehage, Ringveien, 9195 Årviksand, Norway",FFPP,,,,,974120909,approved,true,documentation_verified,Mattilsynet approved establishment #T1260. Scope: Fresh fishery products processing. Business #974120909.
T1265,Seabit As (Mattilsynet #T1265),Seabit As,Norway,,Tromsdalen,"Tromsøysundvegen 38, 9020 Tromsdalen, Norway",69.649841,18.983293,10,"Tromsøysundvegen 38, 9020 Tromsdalen, Norway","PP, PP-ST",,,,,922714347,approved,true,documentation_verified,"Mattilsynet approved establishment #T1265. Scope: Processing plant, Processing plant - smoked/traditional. Business #922714347."
T1273,Jensen Paul Oddgeir (Mattilsynet #T1273),Jensen Paul Oddgeir,Norway,,Kvaløya,"Dalvegen 6, 9107 Kvaløya, Norway",69.6916079,18.616718,10,"Dalvegen 6, 9107 Kvaløya, Norway",FFPP,,,,,978189261,approved,true,documentation_verified,Mattilsynet approved establishment #T1273. Scope: Fresh fishery products processing. Business #978189261.
T1276,Chitinor As (Mattilsynet #T1276),Chitinor As,Norway,,Tromsø,"Ringveien 100, 9018 Tromsø, Norway",69.702684,19.01647,10,"Ringvegen 100, 9018 Tromsø, Norway",PP-MA,,,,,932508427,approved,true,documentation_verified,Mattilsynet approved establishment #T1276. Scope: Processing plant - marine animal products. Business #932508427.
T1284,Olsen Kystfiske (Mattilsynet #T1284),Olsen Kystfiske,Norway,,Spildra,"Spilderveien 563, 9185 Spildra, Norway",69.997075,21.705175,10,"Spilderveien 563, 9185 Spildra, Norway",PP-ST,,,,,922557241,approved,true,documentation_verified,Mattilsynet approved establishment #T1284. Scope: Processing plant - smoked/traditional. Business #922557241.
T1289,Oldervik Fiskeindustri As (Mattilsynet #T1289),Oldervik Fiskeindustri As,Norway,,Oldervik,"Oldervikvegen 516, 9034 Oldervik, Norway",69.7550238,19.674682,10,"Oldervikvegen 516, 9034 Oldervik, Norway","FFPP, RW",,,,,987674032,approved,true,documentation_verified,"Mattilsynet approved establishment #T1289. Scope: Fresh fishery products processing, Rewrapping/relabelling. Business #987674032."
T2426,Finnsnes Dykk & Anleggsservice As (Mattilsynet #T2426),Finnsnes Dykk & Anleggsservice As,Norway,,Finnsnes,"Strandveien 112, 9300 Finnsnes, Norway",69.2430379,17.985516,10,"Strandveien 112, 9300 Finnsnes, Norway",FFPP-SA,,,,,984339771,approved,true,documentation_verified,Mattilsynet approved establishment #T2426. Scope: Fresh fishery products processing - salmon/aquaculture. Business #984339771.
T 1160,Domstein Sjømat As Avd Tromsø (Mattilsynet #T 1160),Domstein Sjømat As Avd Tromsø,Norway,,Kvaløya,"Ropnesvegen 69, 9107 Kvaløya, Norway",69.686836,18.735375,10,"Ropnesvegen 69, 9107 Kvaløya, Norway","FFPP, FFPP-P, PP, PP-C",,,,,972186104,approved,true,documentation_verified,"Mattilsynet approved establishment #T 1160. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - crustacean. Business #972186104."
TF4,Øksfjord Fiskeindustri As (Mattilsynet #TF4),Øksfjord Fiskeindustri As,Norway,,Øksfjord,"Njordveien 6, 9550 Øksfjord, Norway",70.2369951,22.3506847,10,"Njordveien 6, 9550 Øksfjord, Norway","FFPP, FFPP-P, PP, PP-SA",,,,,924041773,approved,true,documentation_verified,"Mattilsynet approved establishment #TF4. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-SA. Business #924041773."
TF7,Amarin As (Mattilsynet #TF7),Amarin As,Norway,,Sørreisa,"Gottesjord, 9310 Sørreisa, Norway",69.172525,18.117988,9,"Gottesjord skole, Vågdalsveien, 9310 Sørreisa, Norway","FFPP, FFPP-P, PP-ST",,,,,896536982,approved,true,documentation_verified,"Mattilsynet approved establishment #TF7. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant - smoked/traditional. Business #896536982."
TF9,Myre Fiskemottak As Avd Kamøyvær (Mattilsynet #TF9),Myre Fiskemottak As Avd Kamøyvær,Norway,,Kamøyvær,"Risfjordveien 2, 9762 Kamøyvær, Norway",71.042722,25.895346,10,"Risfjordveien 2, 9762 Kamøyvær, Norway","FFPP, FFPP-P, PP, PP-SA",,,,,924885556,approved,true,documentation_verified,"Mattilsynet approved establishment #TF9. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-SA. Business #924885556."
TF12,Leif-Ammon Länsman (Mattilsynet #TF12),Leif-Ammon Länsman,Norway,,Varangerbotn,"Rávttebelgeainu 281, 9840 Varangerbotn, Norway",70.150421,28.553257,10,"Rávttebelgeainu 281, 9840 Varangerbotn, Norway",PP-ST,,,,,923098291,approved,true,documentation_verified,Mattilsynet approved establishment #TF12. Scope: Processing plant - smoked/traditional. Business #923098291.
TF14,Gunnar Klo As Avd Myre (Mattilsynet #TF14),Gunnar Klo As Avd Myre,Norway,,Myre,"Havnegata 3, 8430 Myre, Norway",68.9123432,15.0769548,10,"Havnegata 3, 8430 Myre, Norway",FFPP,,,,,973186752,approved,true,documentation_verified,Mattilsynet approved establishment #TF14. Scope: Fresh fishery products processing. Business #973186752.
TF18,Fjordfisker Olsen Inngår I Dødsbo (Mattilsynet #TF18),Fjordfisker Olsen Inngår I Dødsbo,Norway,,Nordre Seiland,"Seilandsveien 218, 9609 Nordre Seiland, Norway",70.5561696,23.4643731,10,"Seilandsveien 218, 9609 Nordre, Norway",PP-ST,,,,,924760249,approved,true,documentation_verified,Mattilsynet approved establishment #TF18. Scope: Processing plant - smoked/traditional. Business #924760249.
TF23,Myre Fiskemottak As Avd Honningsvåg (Mattilsynet #TF23),Myre Fiskemottak As Avd Honningsvåg,Norway,,Honningsvåg,"Kobbhullveien 12, 9750 Honningsvåg, Norway",70.9961824,25.9594309,10,"Kobbhullveien 12, 9750 Honningsvåg, Norway","FFPP, FFPP-P",,,,,925519022,approved,true,documentation_verified,"Mattilsynet approved establishment #TF23. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #925519022."
TF24,Mathisen Fjord Og Kystfiske (Mattilsynet #TF24),Mathisen Fjord Og Kystfiske,Norway,,Varangerbotn,"Rávttebelgeainu 1922, 9840 Varangerbotn, Norway",70.076847,28.799976,10,"Rávttebelgeainu 1922, 9840 Varangerbotn, Norway",PP-ST,,,,,919981687,approved,true,documentation_verified,Mattilsynet approved establishment #TF24. Scope: Processing plant - smoked/traditional. Business #919981687.
TF26,Sjøland As (Mattilsynet #TF26),Sjøland As,Norway,,Tromsø,"Håndverkervegen 12, 9018 Tromsø, Norway",69.696851,19.011483,10,"Håndverkervegen 12, 9018 Tromsø, Norway","FFPP, PP",,,,,987792175,approved,true,documentation_verified,"Mattilsynet approved establishment #TF26. Scope: Fresh fishery products processing, Processing plant. Business #987792175."
TF33,Øksfjord Lakseindustri As (Mattilsynet #TF33),Øksfjord Lakseindustri As,Norway,,Øksfjord,"Njordveien 6, 9550 Øksfjord, Norway",70.2369951,22.3506847,10,"Njordveien 6, 9550 Øksfjord, Norway","FFPP, FFPP-P",,,,,825004092,approved,true,documentation_verified,"Mattilsynet approved establishment #TF33. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #825004092."
TF48,Budiak Natalia Sin Fiskelykke (Mattilsynet #TF48),Budiak Natalia Sin Fiskelykke,Norway,,Kjøllefjord,"Rådhusveien 3, 9790 Kjøllefjord, Norway",70.944552,27.349388,10,"Rådhusvegen 3, 9790 Kjøllefjord, Norway",PP-ST,,,,,925469394,approved,true,documentation_verified,Mattilsynet approved establishment #TF48. Scope: Processing plant - smoked/traditional. Business #925469394.
TF50,Trond Fjellsaune (Mattilsynet #TF50),Trond Fjellsaune,Norway,,Sandsøy,"Hammarveien 9, 9425 Sandsøy, Norway",68.9533365,16.6549777,10,"Hammarveien 9, 9425 Sandsøy, Norway",PP-ST,,,,,913246713,approved,true,documentation_verified,Mattilsynet approved establishment #TF50. Scope: Processing plant - smoked/traditional. Business #913246713.
TF57,Arctic Catch As (Mattilsynet #TF57),Arctic Catch As,Norway,,Vadsø,"Ørtangen 10, 9800 Vadsø, Norway",70.07132,29.749167,10,"Ørtangen 10, 9800 Vadsø, Norway",FFPP,,,,,993277525,approved,true,documentation_verified,Mattilsynet approved establishment #TF57. Scope: Fresh fishery products processing. Business #993277525.
TF61,Randi Ree (Mattilsynet #TF61),Randi Ree,Norway,,Kårhamn,"Kårhamnsvingen 1, 9657 Kårhamn, Norway",70.54407,23.147105,10,"Kårhamnsvingen 1, 9657 Kårhamn, Norway",PP-ST,,,,,925402591,approved,true,documentation_verified,Mattilsynet approved establishment #TF61. Scope: Processing plant - smoked/traditional. Business #925402591.
TF62,Torsken Fiskeindustri As (Mattilsynet #TF62),Torsken Fiskeindustri As,Norway,,Torsken,"Værnesveien 105, 9381 Torsken, Norway",69.336546,17.093078,10,"Værnesveien 105, 9381 Torsken, Norway","FFPP, FFPP-P, PP, PP-SA, PP-ST",,,,,925631248,approved,true,documentation_verified,"Mattilsynet approved establishment #TF62. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-SA, Processing plant - smoked/traditional. Business #925631248."
TF64,Gamst Shilova As (Mattilsynet #TF64),Gamst Shilova As,Norway,,Svartnes,"Svartnes, 9955 Svartnes, Norway",69.3762708,19.1213709,8,"Svartnes ytre, Svartnes, Troms, Norway","FFPP, PP-C",,,,,925805211,approved,true,documentation_verified,"Mattilsynet approved establishment #TF64. Scope: Fresh fishery products processing, Processing plant - crustacean. Business #925805211."
TF66,Dragøy Grossist As (Mattilsynet #TF66),Dragøy Grossist As,Norway,,Tromsø,"Huldervegen 18, 9016 Tromsø, Norway",69.6712549,18.9242365,10,"Huldervegen 18, 9016 Tromsø, Norway","FFPP, FFPP-P, PP-SA",,,,,918486879,approved,true,documentation_verified,"Mattilsynet approved establishment #TF66. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-SA. Business #918486879."
TF70,Havøysund Fisk As (Mattilsynet #TF70),Havøysund Fisk As,Norway,,Havøysund,"Strandgata 157, 9690 Havøysund, Norway",70.9955019,24.6666788,10,"Strandgata 157, 9690 Havøysund, Norway","FFPP, FFPP-P, PP, PP-KL, PP-SA",,,,,928521400,approved,true,documentation_verified,"Mattilsynet approved establishment #TF70. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-KL, PP-SA. Business #928521400."
TF73,Liholmen Produksjon As (Mattilsynet #TF73),Liholmen Produksjon As,Norway,,Båtsfjord,"Liholmen, 9991 Båtsfjord, Norway",70.6345,29.7185,7,"9991 Vestfold, Norway",PP-MA,,,,,986666931,approved,true,documentation_verified,Mattilsynet approved establishment #TF73. Scope: Processing plant - marine animal products. Business #986666931.
TF75,Meron As (Mattilsynet #TF75),Meron As,Norway,,Tana,"Tanafjordveien 3032, 9841 Tana, Norway",70.43035,28.060582,10,"Tanafjordveien 3032, 9841 Tana, Norway",PP-ST,,,,,923198954,approved,true,documentation_verified,Mattilsynet approved establishment #TF75. Scope: Processing plant - smoked/traditional. Business #923198954.
TF76,Lyder Fisk Torhop (Mattilsynet #TF76),Lyder Fisk Torhop,Norway,,Tana,"Børresenveien 63, 9841 Tana, Norway",70.48483,27.985577,10,"Børresenveien 63, 9841 Tana, Norway",FFPP,,,,,928520188,approved,true,documentation_verified,Mattilsynet approved establishment #TF76. Scope: Fresh fishery products processing. Business #928520188.
TF77,Jacobsens Fisk Og Fangst (Mattilsynet #TF77),Jacobsens Fisk Og Fangst,Norway,,Nikkeby,"Laukøyveien 801, 9193 Nikkeby, Norway",70.12715,20.792197,10,"Laukøyveien 801, 9193 Nikkeby, Norway",PP-ST,,,,,827235482,approved,true,documentation_verified,Mattilsynet approved establishment #TF77. Scope: Processing plant - smoked/traditional. Business #827235482.
TF79,Smalfjord Mottak As (Mattilsynet #TF79),Smalfjord Mottak As,Norway,,Tana,"Masjokdalen 112, 9841 Tana, Norway",70.285688,28.122184,10,"Masjokdalen 112, 9841 Tana, Norway",FFPP,,,,,928282112,approved,true,documentation_verified,Mattilsynet approved establishment #TF79. Scope: Fresh fishery products processing. Business #928282112.
TF83,Jan Gunnar Nilsen (Mattilsynet #TF83),Jan Gunnar Nilsen,Norway,,Lakselvbukt,"Sørstraumvegen 679, 9045 Lakselvbukt, Norway",69.411748,19.552608,10,"Sørstraumvegen 679, 9045 Tromsø, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #TF83. Scope: Processing plant - smoked/traditional.
TF95,Lyngsskjellan V/Arne Samuelsen (Mattilsynet #TF95),Lyngsskjellan V/Arne Samuelsen,Norway,,Olderdalen,"Gambukta 18, 9146 Olderdalen, Norway",69.749368,20.485975,10,"Gambukta 18, 9146 Olderdalen, Norway",PP-MA,,,,,913611098,approved,true,documentation_verified,Mattilsynet approved establishment #TF95. Scope: Processing plant - marine animal products. Business #913611098.
TF104,Tromsø Sentralkjøkken (Mattilsynet #TF104),Tromsø Sentralkjøkken,Norway,,Tromsdalen,"Solstrandveien 1, 9020 Tromsdalen, Norway",69.65,19.0167,7,"9020 Vest-Agder, Norway",FFPP-P,,,,,928485528,approved,true,documentation_verified,Mattilsynet approved establishment #TF104. Scope: Fresh fishery products processing - pelagic. Business #928485528.
TF107,Sufi As Avd Bergsfjord (Mattilsynet #TF107),Sufi As Avd Bergsfjord,Norway,,Bergsfjord,"Solveien 38, 9580 Bergsfjord, Norway",70.252302,21.784642,10,"Solveien 38, 9580 Bergsfjord, Norway","FFPP, FFPP-P, PP, PP-ST",,,,,932838036,approved,true,documentation_verified,"Mattilsynet approved establishment #TF107. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - smoked/traditional. Business #932838036."
TF423,Salmar As Avd Slakterianlegg (Mattilsynet #TF423),Salmar As Avd Slakterianlegg,Norway,,Silsand,"Vikaveien 419, 9303 Silsand, Norway",69.276279,17.922291,10,"Vikaveien 419, 9303 Silsand, Norway","FFPP-P, FFPP-SA",,,,,921886772,approved,true,documentation_verified,"Mattilsynet approved establishment #TF423. Scope: Fresh fishery products processing - pelagic, Fresh fishery products processing - salmon/aquaculture. Business #921886772."
TK73,Kragerø Sjømat As (Mattilsynet #TK73),Kragerø Sjømat As,Norway,,Kragerø,"Brygga 3, 3770 Kragerø, Norway",58.8693,9.4149,7,"3770 Møre og Romsdal fylke, Norway","FFPP, PP, PP-C",,,,,971722363,approved,true,documentation_verified,"Mattilsynet approved establishment #TK73. Scope: Fresh fishery products processing, Processing plant, Processing plant - crustacean. Business #971722363."
TK75,Langesundfisk As (Mattilsynet #TK75),Langesundfisk As,Norway,,Langesund,"Stoa 13, 3970 Langesund, Norway",59.0078423,9.7469378,10,"Stoa 13, 3970 Langesund, Norway","FFPP, PP, PP-C",,,,,914909856,approved,true,documentation_verified,"Mattilsynet approved establishment #TK75. Scope: Fresh fishery products processing, Processing plant, Processing plant - crustacean. Business #914909856."
TK241,Norsk Fiskeeksport As (Mattilsynet #TK241),Norsk Fiskeeksport As,Norway,,Notodden,"Tinnegrendvegen 93, 3683 Notodden, Norway",59.549963,9.289652,10,"Tinnegrendvegen 93, 3683 Notodden, Norway",FFPP-P,,,,,932994275,approved,true,documentation_verified,Mattilsynet approved establishment #TK241. Scope: Fresh fishery products processing - pelagic. Business #932994275.
TK243,Hima Seafood Rjukan As Avd Prod Av Matfisk (Mattilsynet #TK243),Hima Seafood Rjukan As Avd Prod Av Matfisk,Norway,,Rjukan,"Svaddeveien 129, 3660 Rjukan, Norway",59.8801788,8.6595675,10,"Svaddevegen 129, 3660 Rjukan, Norway",FFPP-SA,,,,,915331823,approved,true,documentation_verified,Mattilsynet approved establishment #TK243. Scope: Fresh fishery products processing - salmon/aquaculture. Business #915331823.
TK407,Lunde Arild (Mattilsynet #TK407),Lunde Arild,Norway,,Porsgrunn,"Nystrandveien 86, 3944 Porsgrunn, Norway",59.1107938,9.7112314,10,"Nystrandvegen 86, 3944 Porsgrunn, Norway",PP-C,,,,,978443095,approved,true,documentation_verified,Mattilsynet approved establishment #TK407. Scope: Processing plant - crustacean. Business #978443095.
TK426,Espen Danielsen (Mattilsynet #TK426),Espen Danielsen,Norway,,Porsgrunn,"Ugleveien 8, 3940 Porsgrunn, Norway",59.0815508,9.672695,10,"Uglevegen 8, 3940 Porsgrunn, Norway",PP-C,,,,,979328192,approved,true,documentation_verified,Mattilsynet approved establishment #TK426. Scope: Processing plant - crustacean. Business #979328192.
TK427,Alf Thommesen (Mattilsynet #TK427),Alf Thommesen,Norway,,Langesund,"Vaterlands Gate 22, 3970 Langesund, Norway",58.99832,9.74972,10,"Vaterlands gate 22, 3970 Langesund, Norway",PP-C,,,,,978345379,approved,true,documentation_verified,Mattilsynet approved establishment #TK427. Scope: Processing plant - crustacean. Business #978345379.
TK429,Thomsen Thor-Olaf (Mattilsynet #TK429),Thomsen Thor-Olaf,Norway,,Langesund,"Ørvikveien 36, 3970 Langesund, Norway",59.0173569,9.7446722,10,"Ørvikveien 36, 3970 Langesund, Norway",PP-C,,,,,978102948,approved,true,documentation_verified,Mattilsynet approved establishment #TK429. Scope: Processing plant - crustacean. Business #978102948.
TK430,Tverrån Arne Helge (Mattilsynet #TK430),Tverrån Arne Helge,Norway,,Stathelle,"Frosteveien 251, 3967 Stathelle, Norway",58.9478754,9.5105076,10,"Frosteveien 251, 3967 Stathelle, Norway",PP-C,,,,,986687459,approved,true,documentation_verified,Mattilsynet approved establishment #TK430. Scope: Processing plant - crustacean. Business #986687459.
