approval_no,plant_name,company,address,town_region,country,scope,expiry_date,business_no
A51,Fjordfisk As   Son Fiskemottak,Fjordfisk As   Son Fiskemottak,"Storgata 23, 1555.0 Son, Norway",Son,Norway,FFPP,,915067506.0
A232,Mowi Logistics,Mowi Logistics,"Kurillvegen 8, 2060.0 Gardermoen, Norway",Gardermoen,Norway,RW,,993493791.0
A234,Faun Pharma As,Faun Pharma As,"Støttumveien 9, 1543.0 Vestby, Norway",Vestby,Norway,PP-MA,,983386156.0
A240,Norway King Crab Hub As,Norway King Crab Hub As,"Industrivegen 27, 2166.0 Oppaker, Norway",Oppaker,Norway,PP-C,,914075890.0
A241,Alimenta As Avd Produksjon,Alimenta As Avd Produksjon,"Jeksleveien 2, 2016.0 Frogner, Norway",Frogner,Norway,RW,,926457896.0
A242,Vitalis Pharma,Vitalis Pharma,"Drengsrudhagen 6, 1385.0 Asker, Norway",Asker,Norway,PP-MA,,821099412.0
A244,Sanomega E&E As,Sanomega E&E As,"Sagaveien 50, 1555.0 Son, Norway",Son,Norway,PP-MA,,932869624.0
A245,Maskinpakking As,Maskinpakking As,"Johan Follestads Vei 18, 3474.0 Åros, Norway",Åros,Norway,RW,,974092557.0
A246,Oslo Salmon Processing As Avd. Gardemoen,Oslo Salmon Processing As Avd. Gardemoen,"Maren Furulunds Veg 20b, 2060.0 Gardermoen, Norway",Gardermoen,Norway,FFPP-P,,936316611.0
AA61,Fiskernes Salgslag,Fiskernes Salgslag,"Storg 2, 4876.0 Grimstad, Norway",Grimstad,Norway,"FFPP, FFPP-P",,971687347.0
AA74,Arendal Fiskemottak As,Arendal Fiskemottak As,"Kystveien 28, 4841.0 Arendal, Norway",Arendal,Norway,"FFPP, FFPP-P",,983597564.0
AA202,Ferdigmat As,Ferdigmat As,"Holmen 6, 4842.0 Arendal, Norway",Arendal,Norway,PP,,971783176.0
AA415,Eco Marine As,Eco Marine As,"Langodden 14, 4816.0 Kolbjørnsvik, Norway",Kolbjørnsvik,Norway,PP-MA,,993907367.0
AA447,Hos Oss Lillesand As,Hos Oss Lillesand As,"Havnegata 3, 4790.0 Lillesand, Norway",Lillesand,Norway,"FFPP, PP",,919335068.0
AG2,Maxi Catering As,Maxi Catering As,"Stålveien 9, 4629.0 Kristiansand S, Norway",Kristiansand S,Norway,PP,,924803096.0
AG8,Fjord Service Flekkefjord As,Fjord Service Flekkefjord As,"Abelnes 60, 4404.0 Flekkefjord, Norway",Flekkefjord,Norway,FFPP-SA,,916646410.0
AG10,Nødings Delikatesse,Nødings Delikatesse,"Sommerkroveien 5a, 4515.0 Mandal, Norway",Mandal,Norway,FFPP-P,,982958792.0
AG18,Sirdal Stun As,Sirdal Stun As,"Tonstadveien 9, 4440.0 Tonstad, Norway",Tonstad,Norway,FFPP-SA,,928697029.0
AG20,Domstein Sjømat As Avd Kristiansand,Domstein Sjømat As Avd Kristiansand,"Østerøya 242, 4625.0 Flekkerøy, Norway",Flekkerøy,Norway,FFPP,,979195095.0
AG28,Rtka As,Rtka As,"Hestemyrveien 24, 4950.0 Risør, Norway",Risør,Norway,RW,,930926957.0
AG31,Sørlandskrabbe Avd Hæstad,Sørlandskrabbe Avd Hæstad,"Kastoddveien 32, 4770.0 Høvåg, Norway",Høvåg,Norway,PP-C,,927414651.0
BU50,Hansens Røkeri As,Hansens Røkeri As,"Frydenhaugveien 2, 3041.0 Drammen, Norway",Drammen,Norway,"FFPP-P, PP",,973133802.0
BU200,Torgersen Mat Og Pølsemakeri As,Torgersen Mat Og Pølsemakeri As,"Stasjonsgata 34, 3300.0 Hokksund, Norway",Hokksund,Norway,PP,,875395882.0
BU242,Norgescatering As,Norgescatering As,"Dølasletta 3, 3408.0 Tranby, Norway",Tranby,Norway,PP,,985684642.0
BU308,Ferskvannsfisk As,Ferskvannsfisk As,"Høgkastveien 24, 3531.0 Krokkleiva, Norway",Krokkleiva,Norway,"FFPP, PP",,994171852.0
BU309,Skarvheimen Fjellfisk Da,Skarvheimen Fjellfisk Da,"V/Kirsti Skrattegard, 3570.0 Ål, Norway",Ål,Norway,PP,,985347611.0
F50,Willy Myhre,Willy Myhre,"Tufteveien 7, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,912135748.0
F55,Kirkenes Processing As,Kirkenes Processing As,"Timberveien 85, 9911.0 Jarfjord, Norway",Jarfjord,Norway,"FFPP-P, FFPP-SA",,990457719.0
F62,Gunnar Ingebrigtsen,Gunnar Ingebrigtsen,"Storekorsnesveien 230, 9519.0 Kviby, Norway",Kviby,Norway,PP-ST,,nan
F69,Norway Shrimp As,Norway Shrimp As,"nan, 9935.0 Bugøynes, Norway",Bugøynes,Norway,"FFPP, FFPP-P, PP-C",,976273052.0
F90,Kranes Kjøkken As,Kranes Kjøkken As,"Strandgaten 21, 9593.0 Breivikbotn, Norway",Breivikbotn,Norway,"FFPP-P, PP",,994325361.0
F100,Vardø Videregående Skole,Vardø Videregående Skole,"Kaigata 6, 9952.0 Vardø, Norway",Vardø,Norway,"FFPP, FFPP-P, PP-KL, PP-SA, PP-ST",,974622777.0
F101,Seagourmet Norway As,Seagourmet Norway As,"Havnegata 16, 9990.0 Båtsfjord, Norway",Båtsfjord,Norway,"FFPP, FFPP-P, PP-C",,994572709.0
F104,Arctic Catch As,Arctic Catch As,"Svartneset, 9950.0 Vardø, Norway",Vardø,Norway,"FFPP, PP",,993277525.0
F106,Hansen Bjarne,Hansen Bjarne,"Vestersandveien 4, 9935.0 Bugøynes, Norway",Bugøynes,Norway,PP-ST,,998952301.0
F158,Arctic Catch As,Arctic Catch As,"Svartneset, 9950.0 Vardø, Norway",Vardø,Norway,"FFPP, FFPP-P, PP-C",,993277525.0
F161,Lerøy Norway Seafoods As Avd Båtsfjord,Lerøy Norway Seafoods As Avd Båtsfjord,"Holmen, 9990.0 Båtsfjord, Norway",Båtsfjord,Norway,"FFPP, FFPP-P, MSM, PP, PP-SA",,974071037.0
F162,Båtsfjordbruket As,Båtsfjordbruket As,"Fomavegen 7, 9990.0 Båtsfjord, Norway",Båtsfjord,Norway,"FFPP, FFPP-P, PP, PP-C",,973235885.0
F201,Coast Berlevåg As,Coast Berlevåg As,"Samfunnsgata 12, 9981.0 Berlevåg, Norway",Berlevåg,Norway,"FFPP, PP, PP-C",,889886102.0
F202,Lerøy Norway Seafoods As Avd Berlevåg,Lerøy Norway Seafoods As Avd Berlevåg,"Storgata 18a, 9980.0 Berlevåg, Norway",Berlevåg,Norway,"FFPP, FFPP-P, PP",,986004475.0
F205,Berle Fisk As,Berle Fisk As,"Storgata 22 Postboks 310, 9980.0 Berlevåg, Norway",Berlevåg,Norway,"FFPP, FFPP-P",,974453614.0
F226,Skjånesbruket,Skjånesbruket,"Skjånes Kai, 9771.0 Skjånes, Norway",Skjånes,Norway,"FFPP, FFPP-P, PP, PP-C, PP-ST",,974097532.0
F242,North Cape Food As Avd Gjesvær,North Cape Food As Avd Gjesvær,"Kobbenesvegen 4, 9765.0 Gjesvær, Norway",Gjesvær,Norway,"FFPP, FFPP-P",,931617168.0
F243,Gamst Shilova As,Gamst Shilova As,"Ørtangen 12, 9800.0 Vadsø, Norway",Vadsø,Norway,FFPP,,925805211.0
F251,Isanlegget As,Isanlegget As,"Industriveien, 9770.0 Mehamn, Norway",Mehamn,Norway,"FFPP, PP",,982123224.0
F260,Lerøy Norway Seafoods As Avd Kjøllefjord,Lerøy Norway Seafoods As Avd Kjøllefjord,"Strandveien 79/81, 9790.0 Kjøllefjord, Norway",Kjøllefjord,Norway,"FFPP, FFPP-P, PP, PP-C, PP-SA",,971655534.0
F261,Nordkyn Eiendom As,Nordkyn Eiendom As,"Værveien 71, 9770.0 Mehamn, Norway",Mehamn,Norway,"FFPP, FFPP-P, PP, PP-C, PP-SA, PP-ST",,985951373.0
F293,Storbukt Fiskeindustri As Avd Hovedanlegg Honningsvåg,Storbukt Fiskeindustri As Avd Hovedanlegg Honningsvåg,"Nordkappveien 2b, 9750.0 Honningsvåg, Norway",Honningsvåg,Norway,"FFPP, PP-C, PP-SA, PP-ST",,974200201.0
F295,Gamvik Seafood As,Gamvik Seafood As,"Strandveien 16, 9775.0 Gamvik, Norway",Gamvik,Norway,"FFPP, FFPP-P, PP",,995736586.0
F313,Nordvågen As Avd Nordvågen,Nordvågen As Avd Nordvågen,"Hovedveien 45, 9760.0 Nordvågen, Norway",Nordvågen,Norway,"FFPP, FFPP-P, PP, PP-C, PP-SA, PP-ST",,976772172.0
F323,Storbukt Fiskeindustri As Avd Hovedanlegg Honningsvåg,Storbukt Fiskeindustri As Avd Hovedanlegg Honningsvåg,"Nordkappveien 2b, 9750.0 Honningsvåg, Norway",Honningsvåg,Norway,"FFPP, FFPP-P, PP-C, PP-SA, PP-ST",,974200201.0
F343,Jangaard Export As Avd Gjesvær,Jangaard Export As Avd Gjesvær,"Kobbenesvegen 27, 9765.0 Gjesvær, Norway",Gjesvær,Norway,"FFPP, FFPP-P, PP, PP-SA",,980122247.0
F348,Even Harald Einarsen,Even Harald Einarsen,"Mortensnes, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,nan
F352,Tobø Fisk As,Tobø Fisk As,"Strandgata 105, 9690.0 Havøysund, Norway",Havøysund,Norway,"FFPP, FFPP-P, PP, PP-SA",,974084376.0
F357,Aalesundfisk Skarsvåg As,Aalesundfisk Skarsvåg As,"Børnesveien 52, 9763.0 Skarsvåg, Norway",Skarsvåg,Norway,"FFPP, FFPP-P, PP, PP-SA, PP-ST",,917855374.0
F377,Tufjordbruket As,Tufjordbruket As,"nan, 9670.0 Tufjord, Norway",Tufjord,Norway,"FFPP, PP, PP-MA, PP-SA, PP-ST",,989697838.0
F405,Øystein Kristiansen,Øystein Kristiansen,"Perlarsenvik, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,973588737.0
F412,Lerøy Norway Seafoods As Avd Rypefjord,Lerøy Norway Seafoods As Avd Rypefjord,"Havneveien 44, 9610.0 Rypefjord, Norway",Rypefjord,Norway,"FFPP, FFPP-P, PP, PP-KL, PP-SA, PP-ST",,930739219.0
F421,Johan Kvalsvik As,Johan Kvalsvik As,"Akkarfjord 36, 9650.0 Akkarfjord, Norway",Akkarfjord,Norway,"FFPP, FFPP-P, PP, PP-SA, PP-ST",,873190272.0
F430,Cermaq Norway As Avd Slakteri Rypefjord,Cermaq Norway As Avd Slakteri Rypefjord,"Havneveien 36, 9610.0 Rypefjord, Norway",Rypefjord,Norway,"FFPP-P, FFPP-SA",,981487575.0
F433,Nergård Sørøya As,Nergård Sørøya As,"Strandgata 40, 9593.0 Breivikbotn, Norway",Breivikbotn,Norway,"FFPP, PP, PP-MA, PP-SA",,976050932.0
F440,Nergård Sørøya As,Nergård Sørøya As,"Strandgata 40, 9593.0 Breivikbotn, Norway",Breivikbotn,Norway,"FFPP, FFPP-P, PP, PP-SA, PP-ST",,976050932.0
F443,Embla Båtsfjord As,Embla Båtsfjord As,"Nedre Holmen 18, 9990.0 Båtsfjord, Norway",Båtsfjord,Norway,PP-ST,,898292592.0
F444,Vidar Hansen,Vidar Hansen,"Tyttebærveien 8b, 9935.0 Bugøynes, Norway",Bugøynes,Norway,PP-ST,,994128191.0
F447,Lerøy Norway Seafoods As Avd Sørvær,Lerøy Norway Seafoods As Avd Sørvær,"Havneveien 13, 9595.0 Sørvær, Norway",Sørvær,Norway,"FFPP, FFPP-P, PP",,988236101.0
F466,Even Einarsen,Even Einarsen,"Mortensnes, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,998951070.0
F478,Tom Egil Hansen,Tom Egil Hansen,"C/O 4/1/92/3, 9935.0 Bugøynes, Norway",Bugøynes,Norway,PP-ST,,987578904.0
F480,Cermaq Finnmark As Avd Lakseslakteri,Cermaq Finnmark As Avd Lakseslakteri,"Kvenvikveien 99, 9541.0 Alta, Norway",Alta,Norway,"FFPP-P, FFPP-SA",,999068723.0
F500,Stappan Sjøprodukter,Stappan Sjøprodukter,"Kobbenesveien 8, 9765.0 Gjesvær, Norway",Gjesvær,Norway,"FFPP, PP-C, PP-KL, PP-ST",,982610524.0
F607,Askur As Avd Kvalsund,Askur As Avd Kvalsund,"Skjåholmveien 192, 9620.0 Kvalsund, Norway",Kvalsund,Norway,"PP-KL, PP-ST",,989759175.0
F610,Sigmund Marjavara,Sigmund Marjavara,"Terje Wolds Gate 22, 9803.0 Vadsø, Norway",Vadsø,Norway,PP-ST,,nan
F621,Gunnar A Noste,Gunnar A Noste,"Suovka 48, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,996145727.0
F622,Norway King Crab Production As,Norway King Crab Production As,"Nesseveien 16, 9935.0 Bugøynes, Norway",Bugøynes,Norway,"FFPP, FFPP-P",,991795286.0
F633,North Capelin Honningsvåg,North Capelin Honningsvåg,"Kobbhullveien 12, 9750.0 Honningsvåg, Norway",Honningsvåg,Norway,"FFPP, FFPP-P, PP",,876415992.0
F646,Ørjan Mikkelsen Trane,Ørjan Mikkelsen Trane,"Tangnesveien 10, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,995592916.0
F650,Oskar Kristoffersen,Oskar Kristoffersen,"Raigressveien 1, 9516.0 Alta, Norway",Alta,Norway,PP-ST,,985055920.0
F652,Tor Oskar Mathisen,Tor Oskar Mathisen,"Várjjatgeaidnu 42, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,993664200.0
F653,Olav Nordstrand,Olav Nordstrand,"Odden 8, 9771.0 Skjånes, Norway",Skjånes,Norway,PP-ST,,nan
F654,Øyvind Nilsen,Øyvind Nilsen,"Smibakken 10, 9515.0 Alta, Norway",Alta,Norway,PP-ST,,984144318.0
F656,Edgar Olsen,Edgar Olsen,"Njidgogáddi 36, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,993710253.0
F661,Svend Knutsen,Svend Knutsen,"Langnesveien 343, 9540.0 Talvik, Norway",Talvik,Norway,PP-ST,,980934071.0
F662,Partrederiet Karl Torgeir Ans,Partrederiet Karl Torgeir Ans,"nan, 9773.0 Nervei, Norway",Nervei,Norway,PP-ST,,978888364.0
F664,Pettersen Eivind M,Pettersen Eivind M,"nan, 9773.0 Nervei, Norway",Nervei,Norway,PP-ST,,973678868.0
F665,Arnulf Pettersen,Arnulf Pettersen,"nan, 9773.0 Nervei, Norway",Nervei,Norway,PP-ST,,978343716.0
F666,Anut-Jakt Og Fiske V/Olaf Nilsen Inngår I Dødsbo,Anut-Jakt Og Fiske V/Olaf Nilsen Inngår I Dødsbo,"nan, 9773.0 Nervei, Norway",Nervei,Norway,PP-ST,,998947936.0
F667,Sverre Pedersen,Sverre Pedersen,"Smalfjordveien 111, 9845.0 Tana, Norway",Tana,Norway,PP-ST,,993913472.0
F668,Tone Nilsen,Tone Nilsen,"nan, 9773.0 Nervei, Norway",Nervei,Norway,PP-ST,,nan
F670,Kristian Nilsen,Kristian Nilsen,"nan, 9773.0 Nervei, Norway",Nervei,Norway,PP-ST,,974066785.0
F671,Mikalsen Edvart,Mikalsen Edvart,"nan, 9771.0 Skjånes, Norway",Skjånes,Norway,PP-ST,,978369154.0
F673,Albert Martin Mikalsen,Albert Martin Mikalsen,"nan, 9771.0 Skjånes, Norway",Skjånes,Norway,PP-ST,,969617560.0
F675,Stein Inge Kristiansen,Stein Inge Kristiansen,"nan, 9771.0 Skjånes, Norway",Skjånes,Norway,PP-ST,,973678833.0
F676,Frank Einar Nordstrand,Frank Einar Nordstrand,"nan, 9771.0 Skjånes, Norway",Skjånes,Norway,PP-ST,,994248219.0
F677,Idun Karine Pedersen,Idun Karine Pedersen,"Smalfjordveien 111, 9841.0 Tana, Norway",Tana,Norway,PP-ST,,nan
F678,Lyder Fisk As,Lyder Fisk As,"nan, 9717.0 Veidnesklubben, Norway",Veidnesklubben,Norway,PP-ST,,995316137.0
F679,Mikalsen Gjermund,Mikalsen Gjermund,"nan, 9771.0 Skjånes, Norway",Skjånes,Norway,PP-ST,,973678841.0
F681,Arnt Viktor Pettersen,Arnt Viktor Pettersen,"Øksfjordveien 265, 9552.0 Øksfjorden, Norway",Øksfjorden,Norway,PP-ST,,985079358.0
F682,Arilds Fiskebåtrederi As,Arilds Fiskebåtrederi As,"Marienlund 5, 9511.0 Alta, Norway",Alta,Norway,PP-ST,,979857470.0
F683,Arvid Arild,Arvid Arild,"Årøyveien 43, 9533.0 Kongshus, Norway",Kongshus,Norway,PP-ST,,995134810.0
F685,Trond Henriksen,Trond Henriksen,"Elvebukt 14, 9536.0 Korsfjorden, Norway",Korsfjorden,Norway,PP-ST,,994362542.0
F686,Rita Murberg Henriksen,Rita Murberg Henriksen,"Elvebukt 14, 9536.0 Korsfjorden, Norway",Korsfjorden,Norway,PP-ST,,991723099.0
F687,Evertsen Herleif,Evertsen Herleif,"Rakaluftveien 33, 9536.0 Korsfjorden, Norway",Korsfjorden,Norway,PP-ST,,978166342.0
F689,Borg Kurt Arnold,Borg Kurt Arnold,"Lamvikveien 69, 9536.0 Korsfjorden, Norway",Korsfjorden,Norway,PP-ST,,974815761.0
F692,Ingebrigtsen Roger,Ingebrigtsen Roger,"Nyvollveien 236, 9519.0 Kviby, Norway",Kviby,Norway,PP-ST,,878136462.0
F696,Arnt Ring,Arnt Ring,"Vestre Porsangerveien 6808, 9713.0 Russenes, Norway",Russenes,Norway,PP-ST,,978086411.0
F699,Nadezda Levicheva,Nadezda Levicheva,"Nordre Ringvei 10, 9511.0 Alta, Norway",Alta,Norway,PP-ST,,nan
F701,Kjell Holmgren,Kjell Holmgren,"Jupiters Vei 3, 9602.0 Hammerfest, Norway",Hammerfest,Norway,PP-ST,,nan
F702,Marbakken As,Marbakken As,"Markveien 18, 9610.0 Rypefjord, Norway",Rypefjord,Norway,PP-ST,,920681271.0
F704,Anne-Karin Halvorsen,Anne-Karin Halvorsen,"Aronnesveien 84 A, 9514.0 Alta, Norway",Alta,Norway,PP-ST,,nan
F705,Harder Småvik,Harder Småvik,"Breverudsvingen 17, 9513.0 Alta, Norway",Alta,Norway,PP-ST,,976780353.0
F706,Finn Hjalmar Seipæjærvi,Finn Hjalmar Seipæjærvi,"Evertsveien 5, 9935.0 Bugøynes, Norway",Bugøynes,Norway,PP-ST,,977436931.0
F707,Storbukt Fiskeindustri As Avd Vardø,Storbukt Fiskeindustri As Avd Vardø,"Havnegata 14, 9960.0 Kiberg, Norway",Kiberg,Norway,FFPP,,920210376.0
F710,Bjørn Gunnvald Kristensen,Bjørn Gunnvald Kristensen,"Postboks 1, 9846.0 Tana, Norway",Tana,Norway,PP-ST,,997604954.0
F713,Edmar Persen,Edmar Persen,"nan, 9716.0 Børselv, Norway",Børselv,Norway,PP-ST,,981645316.0
F714,Josefsen Hedly,Josefsen Hedly,"nan, 9710.0 Indre Billefjord, Norway",Indre Billefjord,Norway,PP-ST,,978343589.0
F715,Roald Wilhelmsen,Roald Wilhelmsen,"Smørfjord, 9713.0 Russenes, Norway",Russenes,Norway,PP-ST,,978564607.0
F716,Gunn Inger Johansen,Gunn Inger Johansen,"nan, 9773.0 Nervei, Norway",Nervei,Norway,PP-ST,,nan
F720,North Cape King Crab As Avd Honningsvåg,North Cape King Crab As Avd Honningsvåg,"Repvåg 47, 9768.0 Repvåg, Norway",Repvåg,Norway,"FFPP, FFPP-P",,972374490.0
F721,Jørn Harangen,Jørn Harangen,"Karkoveien 5, 9700.0 Lakselv, Norway",Lakselv,Norway,PP-ST,,nan
F732,Lars Henry Malvin Johnsen,Lars Henry Malvin Johnsen,"Bukta, 9550.0 Øksfjord, Norway",Øksfjord,Norway,PP-ST,,nan
F738,Finnmarksrøya As,Finnmarksrøya As,"Ropelv, 9900.0 Kirkenes, Norway",Kirkenes,Norway,"FFPP-P, FFPP-SA",,916082061.0
F742,Tor Ivar Hauge,Tor Ivar Hauge,"Abelsborg, 9840.0 Varangerbotn, Norway",Varangerbotn,Norway,PP-ST,,nan
F744,Jan Erik Gundersen,Jan Erik Gundersen,"nan, 9586.0 Loppa, Norway",Loppa,Norway,PP-ST,,nan
F746,Helmer Olsen,Helmer Olsen,"nan, nan nan, Norway",nan,Norway,PP-ST,,nan
F748,Enk Sverre Hugo Olsen,Enk Sverre Hugo Olsen,"Revsneshamn, 9624.0 Revsneshamn, Norway",Revsneshamn,Norway,PP-ST,,998193222.0
F749,Jan Harald Lorentzen,Jan Harald Lorentzen,"Langstrand, 9600.0 Hammerfest, Norway",Hammerfest,Norway,PP-ST,,991179585.0
F750,Pedersen Alf Sigurd,Pedersen Alf Sigurd,"Kvalfjordveien 14, 9531.0 Kvalfjord, Norway",Kvalfjord,Norway,PP-ST,,972664960.0
F751,Kvalfjord Kystfiske As,Kvalfjord Kystfiske As,"Kvalfjordveien 11, 9531.0 Kvalfjord, Norway",Kvalfjord,Norway,PP-ST,,994813331.0
F753,Solveig Othilie Berg,Solveig Othilie Berg,"nan, 9586.0 Loppa, Norway",Loppa,Norway,PP-ST,,nan
F755,Thor-Svein Berg,Thor-Svein Berg,"Rektindveien 154, 9586.0 Loppa, Norway",Loppa,Norway,PP-ST,,nan
F756,Jan Inge Nilsen,Jan Inge Nilsen,"Kvenvikveien 88, 9541.0 Alta, Norway",Alta,Norway,PP-ST,,985669996.0
F757,Mevær As,Mevær As,"Mønesveien 23, 9586.0 Loppa, Norway",Loppa,Norway,PP-ST,,877943712.0
F758,Odd Olsen,Odd Olsen,"nan, 9587.0 Skavnakk, Norway",Skavnakk,Norway,PP-ST,,978342604.0
F759,Bjørg Sølvi Pettersen,Bjørg Sølvi Pettersen,"Hovedveien 29, 9760.0 Nordvågen, Norway",Nordvågen,Norway,PP-ST,,nan
F763,Ellens Northern Light Fishing Vekve,Ellens Northern Light Fishing Vekve,"Øvreveien 62, 9515.0 Alta, Norway",Alta,Norway,PP-ST,,916228384.0
F768,Moen Magnar,Moen Magnar,"Elveveien 1, 9536.0 Korsfjorden, Norway",Korsfjorden,Norway,PP-ST,,978086187.0
F769,Kristian Ragnar Larsen,Kristian Ragnar Larsen,"Lomvannsveien 60, 9690.0 Havøysund, Norway",Havøysund,Norway,PP-ST,,nan
F770,Ingolv Jenvald Kvivesen,Ingolv Jenvald Kvivesen,"Nuvsvågveien 1357, 9582.0 Nuvsvåg, Norway",Nuvsvåg,Norway,PP-ST,,nan
F771,Lerøy Norway Seafoods As Avd Forsøl,Lerøy Norway Seafoods As Avd Forsøl,"Leirbuktveien 40, 9612.0 Forsøl, Norway",Forsøl,Norway,"FFPP, FFPP-P, PP",,973100254.0
F772,Tor Harald Mikkola,Tor Harald Mikkola,"Hovedveien 29, 9760.0 Nordvågen, Norway",Nordvågen,Norway,PP-ST,,nan
F780,Carina Prytz-Wallmann,Carina Prytz-Wallmann,"Hasfjordveien 65, 9590.0 Hasvik, Norway",Hasvik,Norway,PP-ST,,nan
F791,Storbukt Fiskeindustri As   Avd Tana,Storbukt Fiskeindustri As   Avd Tana,"Tanafjordveien 5431, 9841.0 Tana, Norway",Tana,Norway,FFPP,,975224171.0
F797,Toralf Pettersen,Toralf Pettersen,"Klokkarøya 2, 9610.0 Rypefjord, Norway",Rypefjord,Norway,PP-ST,,nan
F804,Lyder Fisk As,Lyder Fisk As,"Holmbuktveien 247, 9717.0 Veidnesklubben, Norway",Veidnesklubben,Norway,FFPP,,995316137.0
F805,Norway King Crab Trollbukt As,Norway King Crab Trollbukt As,"nan, 9740.0 Lebesby, Norway",Lebesby,Norway,"FFPP, FFPP-P",,915565824.0
F807,North Cape King Crab As Avd Honningsvåg,North Cape King Crab As Avd Honningsvåg,"Vestkaiveien 22, 9710.0 Indre Billefjord, Norway",Indre Billefjord,Norway,"FFPP, FFPP-P, PP-C",,972374490.0
F810,Coast Kjøllefjord As,Coast Kjøllefjord As,"Moloveien 10, 9790.0 Kjøllefjord, Norway",Kjøllefjord,Norway,"FFPP, FFPP-P, PP-ST",,916092946.0
F819,Arctic Resource Norge As,Arctic Resource Norge As,"Strandgata 21, 9690.0 Havøysund, Norway",Havøysund,Norway,"FFPP, FFPP-P",,912969878.0
F827,Lerøy Norway Seafoods As Avd Båtsfjord,Lerøy Norway Seafoods As Avd Båtsfjord,"Holmen, 9990.0 Båtsfjord, Norway",Båtsfjord,Norway,"FFPP, FFPP-P, PP",,974071037.0
F830,Lauritzen Fisk As,Lauritzen Fisk As,"Mollaveien 6, 9790.0 Kjøllefjord, Norway",Kjøllefjord,Norway,PP-ST,,993829412.0
F833,Nervei Torsk As,Nervei Torsk As,"Nervei Mellom 1, 9773.0 Nervei, Norway",Nervei,Norway,PP-ST,,920789307.0
F835,Tvedt-Hansen,Tvedt-Hansen,"Lismaveien 35, 9845.0 Tana, Norway",Tana,Norway,PP-ST,,918144099.0
F836,Aalesundfisk Vardø As,Aalesundfisk Vardø As,"Svartnes Havnelageret, 9950.0 Vardø, Norway",Vardø,Norway,"FFPP, FFPP-P, PP-ST",,920170854.0
F837,Aalesundfisk Mehamn As,Aalesundfisk Mehamn As,"Værveien 93, 9770.0 Mehamn, Norway",Mehamn,Norway,"FFPP, FFPP-P",,917799539.0
F842,S. Skjåvik As,S. Skjåvik As,"Masjokdalen 131, 9841.0 Tana, Norway",Tana,Norway,PP-ST,,820050002.0
F844,Kongsfjordbruket As,Kongsfjordbruket As,"nan, 9982.0 Kongsfjord, Norway",Kongsfjord,Norway,"FFPP, PP, PP-SA, PP-ST",,919009861.0
F845,Arktis Fisch As,Arktis Fisch As,"Fjordvegen 21, 9990.0 Båtsfjord, Norway",Båtsfjord,Norway,FFPP,,989923579.0
F849,Svein Eilif Svendsen,Svein Eilif Svendsen,"Christian Horsts Vei 15, 9790.0 Kjøllefjord, Norway",Kjøllefjord,Norway,PP-ST,,nan
F855,Synnøve Helen Nuth Pedersen,Synnøve Helen Nuth Pedersen,"Kvalfjordveien 11, 9531.0 Kvalfjord, Norway",Kvalfjord,Norway,PP-ST,,nan
F857,Stig Arnt Arvola As,Stig Arnt Arvola As,"Blåbærnes, 9800.0 Vadsø, Norway",Vadsø,Norway,"FFPP, FFPP-P, PP, PP-SA, RW",,985573255.0
F861,Lyder Fisk Dyfjord As,Lyder Fisk Dyfjord As,"Tørrfiskveien 18, 9782.0 Dyfjord, Norway",Dyfjord,Norway,"FFPP, PP-ST",,920871577.0
F862,Kontepella As,Kontepella As,"Masjokdalen 131, 9841.0 Tana, Norway",Tana,Norway,PP-ST,,922284490.0
F864,Storbukt Fiskeindustri As Avd Alta,Storbukt Fiskeindustri As Avd Alta,"Korsnesveien 22, 9519.0 Kviby, Norway",Kviby,Norway,FFPP,,920210538.0
F865,Vargsundværing As,Vargsundværing As,"Jenshaugen 16, 9536.0 Korsfjorden, Norway",Korsfjorden,Norway,PP-ST,,987662727.0
F2424,Nordic Betula As,Nordic Betula As,"Bygdeveien 59, 9802.0 Vestre Jakobselv, Norway",Vestre Jakobselv,Norway,"FFPP-P, PP",,925069620.0
F2428,Lyder Fisk Billefjord,Lyder Fisk Billefjord,"Vestre Porsangerveien 3339, 9710.0 Indre Billefjord, Norway",Indre Billefjord,Norway,FFPP,,933625559.0
F2429,Rutanord As,Rutanord As,"Værveien 48, 9770.0 Mehamn, Norway",Mehamn,Norway,"FFPP-P, PP, PP-C",,927463687.0
F2432,Truls Bjørnar Halvari,Truls Bjørnar Halvari,"Deanugeaidnu 2199, 9843.0 Tana, Norway",Tana,Norway,PP-ST,,973525948.0
FI102,Noraker Rakfisk As,Noraker Rakfisk As,"Oslovegen 749, 2910.0 Aurdal, Norway",Aurdal,Norway,PP,,989293338.0
FI104,Norsk Kvalitetsmat As,Norsk Kvalitetsmat As,"Gammelmeieriet, 6657.0 Rindal, Norway",Rindal,Norway,PP,,977457343.0
