approval_no,plant_name,company,address,town_region,country,activity,activity_type
PEF.6.0156.18,ENTREPOT FRIGORIFIQUE PATY'S,ENTREPOT FRIGORIFIQUE PATY'S,LOT 169 à 180 ZONE INDUSTRIELLE SUD OUEST DE MOHAMMEDIA,MOHAMMEDIA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PEF.25.0216.19,ENTREPOT FRIGORIFIQUE SAY FISHERIES,ENTREPOT FRIGORIFIQUE SAY FISHERIES,"PARCELLE N° 261, ZONE DE PECHE HAUTURIERE, PORT DE PECHE AGADIR",AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PEF.74.0234.20,ENTREPOT VILLAMAR,ENTREPOT VILLAMAR,ZONE INDUSTRIELLE HAY SALAM - DAKHLA,DAKHLA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
6091,ERG CONSERVE,ERG CONSERVE,234 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
6370,ERG DELICE,ERG DELICE,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,PLATS CUISINES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.50.0176.18,ESTRELLA DE MAR,ESTRELLA DE MAR,PORT DE PECHE BENI-ENSAR NADOR,NADOR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3517,ETABLISSEMENT AL HARDOUFI,ETABLISSEMENT AL HARDOUFI,"PARCELLES N° 73 , 74 ET 75 ZONE INDUSTRIELLE I NOUVEAU PORT D’AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.25.0150.18,ETABLISSEMENT EL HARDOUFI 2,ETABLISSEMENT EL HARDOUFI 2,PARCELLE 73-74 et 75 NOUVEAU PORT D' AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PP.24.0248.20,ETABLISSEMENT SOUIRAH,ETABLISSEMENT SOUIRAH,"73 Bd MOULAY HICHAM, ZONE INDUSTRIELLE",ESSAOUIRA,Morocco,CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1005,EVER FREESE,EVER FREESE,ESSAOUIRA,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2457,EXPRESS FISH,EXPRESS FISH,ROUTE DE JORF EL YOUDI LOT CONTRAS,CASABLANCA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, ETETAGE ET EVISCERATION ET FILETAGE DU POISSON","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.26.0010.14,EXPRESS MAREE,EXPRESS MAREE,"LOT N°33-34 ZONE INDUSTRIELLE TASSILA JIHADIA,DCHEIRA INZEGANE AIT MELLOUL AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1884,F.M.C.A,F.M.C.A,ROUTE DE L OCEAN QI ANZA AGADIR BP 6145-CP 70014 AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2647,FADILI FRIGO,FADILI FRIGO,ZONE INDUSTRIELLE .HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.19.0005.14,FATINA FOOD BUSINESS,FATINA FOOD BUSINESS,"LOT 184, Q.I SIDI GHANEM, ROUTE DE SAFI MARRAKECH",MARRAKECH,Morocco,SEMI-CONSERVE ET CONSERVES DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.34.3846.19,EL HANDAOUI,EL HANDAOUI,PORT DE PECHE TANGER,TANGER,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2329,FINNAOUI PESCA ALGARVE,FINNAOUI PESCA ALGARVE,QUARTIER INDUSTRIEL PORT DE LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.34.0033.14,FISH AND COMPANY T.F.Z,FISH AND COMPANY T.F.Z,LOT N° 17 ZONE FRANCHE D'EXPORTATION GZENAYA TANGER,TANGER,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3217,FISHLAY,FISHLAY,N° 209 210 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.8.0200.19,FISH MER,FISH MER,"Route El Gara, km 6,8 Sidi hajjaj Tit Mellil",MEDIOUNA/NOUACEUR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PP.8.0267.20,FISH MER 1,FISH MER 1,"Route El Gara, km 6,8 Sidi hajjaj Tit Mellil",MEDIOUNA/NOUACEUR,Morocco,"CONGELATION DES PRODUITS DE LA PECHE, FILETAGE ET CUISSON","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.0191.18,FLUCA PESCA,FLUCA PESCA,Lot N° 96 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.52.3128.18,FOR FISH,FOR FISH,102 RUE BOUMAZEL QUARTIER INDUSTRIELSAFI,SAFI,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4081,FRAIMER,FRAIMER,"LOT EL MASSAR, N 728 QUARTIER INDUSTRIELLE SIDI GHANEM MARRAKECH",MARRAKECH,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3283,FRATERE - B –PESCA,FRATERE - B –PESCA,LOT N° 8 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1571,FRE SOUSS(STE),FRE SOUSS(STE),"67, BOULVARD AHMED MANSOUR EDDAHBI QUARTIER INDUSTRIELLE AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.19.0170.18,FRICTAS,FRICTAS,"N° 516 LOTISSEMENT AL MASSAR, EXTENSION ATELIER I QUARTIER INDUSTRIEL 40000 MARRAKECH",MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
2008,FRIGEMA,FRIGEMA,N° 10 RUE 2 MARS QUARTIER INDUSTRIELLE BP 232 AGADIR,AGADIR,Morocco,"CONGELATION, FILETAGE ET ENTREPOSAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.74.3395.18,FRIGO ADNANE,FRIGO ADNANE,ZONE.NDUSTRIELLE I HAY ESSALAM DAKHLA,DAKHLA,Morocco,"CONGELATION, ETETAGE ET EVISCERATION DES PETITS PELAGIQUES ET CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3088,FRIGO AMRAD,FRIGO AMRAD,ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.68.4021.18,FRIGO BOUCHTA,FRIGO BOUCHTA,ZONE INDUSTRIELLE EXTRAPORTUAIRE BP 115 EL OUATIA TAN TAN PLAGE,TAN TAN,Morocco,"CONGELATION, FILETAGE, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, MARINADE ET SALAGE DE POISSON","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3218,FRIGO CHORFA,FRIGO CHORFA,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2247,FRIGO DIDA MAR,FRIGO DIDA MAR,HAY MOULAY RACHID VILLE DE DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3029,FRIGO MASSIRA,FRIGO MASSIRA,LOT N° 97 ZONE INDUSTRIELLE DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
1621,FRIGO ONP,FRIGO ONP,COMPLEXE FRIGORIFIQUE DE L ONP BP 42 ANCIEN PORT AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PEF.59.0206.19,FRIGO OULED ZIANE,FRIGO OULED ZIANE,"Tribu Ouled Ziane Douar Lagrarsa Commune rurale Deroua, Berrechid",BERRECHID,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
3476,FRIGO TASSILA,FRIGO TASSILA,"LOT 61, QUARTIER INDUSTRIELLE TASSILA III TIKIOUINE AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2916,FRIOCONDAL,FRIOCONDAL,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.35.0133.17,FRIOPUERTO TANGER,FRIOPUERTO TANGER,"ZONE FRANCHE LOGISTIQUE TANGER MED LOT 81, OUED R'MEL COMMUNE KSAR AL MAJAZ PROVINCE ANJRA TANGER",FAHS ANJRA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PP.74.0252.20,FRIPECHE,FRIPECHE,"Lot n°H Zone Industrielle Hay Essalam, Dakhla",DAKHLA,Morocco,"MARINADE ET FUMAGE DES PETITS PELAGIQUES, FILETAGE ET DECOUPAGE EN RONDELLES DES PETITS PELAGIQUES ET POISSON BLANC, SAUMURAGE DES PETITS PELAGIQUES ET POISSON BLANC, ETETAGE EVISCERATION ET EQUETAGE ET SURGELATION EN IQF DES PETITS PELAGIQUES ET DU POISSON BLANC","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.5.0110.16,nan,nan,KM 11 ROUTE PRINCIPALE D'EL JADIDA N° 8 LISSASFA CASABLANCA,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
3806,GASTRONOMIA NAPOLITANA,GASTRONOMIA NAPOLITANA,PORT CREVETTIER DE MEHDIA,KENITRA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, SALAISON, MARINADE ET CUISSON","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2604,GEL FISH,GEL FISH,BP 52 ZONE INDUSTRIELLE PORT DE PECHE LAAYOUNE RC 1335 LAAYOUNE.,LAAYOUNE,Morocco,"CONGELATION DES PETITS PELAGIQUES, FILETAGE DU POISSON, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, ENTREPOSAGE DE VOS PROPRES PRODUITS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3508,GIL COMES I,GIL COMES I,NOUVEAU PORT DE LARACHE,LARACHE,Morocco,SEMI-CONSERVE ET FUMAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
4389,GIL COMES II,GIL COMES II,NOUVEAU PORT DE LARACHE,LARACHE,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
6153,GIL COMES M'LALAH,GIL COMES M'LALAH,NOUVEAU PORT DE LARACHE,LARACHE,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.33.0060.15,GLACIAIRE DE SIDI IFNI,GLACIAIRE DE SIDI IFNI,"PARCELLE N° 91, Q.I, PORT DE SIDI IFNI",SIDI IFNI,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3396,GOLD SEA FISH II,GOLD SEA FISH II,LOT 234 ET 235 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3284,GOLDEN GOLF,GOLDEN GOLF,LOT 234 ET 235 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2919,GOURTI POULMAR,GOURTI POULMAR,ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.34.0236.19,GREEN STEP,GREEN STEP,SAF LHMAMCOMMUNE SEBT ZINAT- TANGER,TANGER,Morocco,SECHAGE DES CARAPACES DE CREVETTES DESTINEES A LA CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2862,GROUPEMENT ALIMENTAIRE REUNI,GROUPEMENT ALIMENTAIRE REUNI,"KM 33, N° 1 COMMUNE MANSOURIA, BP 72 MOHAMMEDIA",MOHAMMADIA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2395,GRUPECHE,GRUPECHE,N° 6 NOUVEAU PORT D' AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.71.0068.15,HACHIMAR,HACHIMAR,N°102 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2847,HAFSA SAMAK,HAFSA SAMAK,332 LOTISSEMENT LINA ZONE INDUSTRIELLE SIDI MAAROUF CASABLANCA,CASABLANCA,Morocco,"CONGELATION DE POISSON ENTIER OU FILETE, CONGELATION DES ŒUFS DE POISSONS, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, DECORTICAGE ET CONGELATION DES CREVETTES, ENTREPOSAGE DE VOS PROPRES PRODUITS CONGELES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3722,HAIFEN FROID,HAIFEN FROID,NOUVEAU PORT D AGADIR,AGADIR,Morocco,CONGELATION ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
5505,HALIEUTES PROCESS,HALIEUTES PROCESS,PARCELLE N° 30 A LA ZONE INDUSTRIELLE EL MARSA BP 65 LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PEF.71.0165.18,HALIEUTES ENTREPOSAGE,HALIEUTES ENTREPOSAGE,N° 110 ZONE INDUSTRIELLE EL EL MARSA LAAYOUNE,LAAYOUNE,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES
PP.53.0078.16,HOURIATES SIDI ABED,HOURIATES SIDI ABED,PDA SIDI ABED EL JADIDA,EL JADIDA,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE"
3377,IDOU PESCA,IDOU PESCA,PARCELLE N° 28 NOUVEAU PORT AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2459,IFNI FRIGO,IFNI FRIGO,LOTISSEMENT N°1 ZONE INDUSTRIELLE ESSALAM LOT 28 ET 29 DAKHLA,DAKHLA,Morocco,"CONGELATION, ETETAGE ET EVISCERATION DES PETITS PELAGIQUES ET CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2407,IGLO FISH,IGLO FISH,ANGLE AVENUE MOHAMED YAZIDIX BOULVARD ABDERRAHMAN BOUAABID EL RAISE LAAYOUNE BP73 PORTDE LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2461,INDUSMAR,INDUSMAR,ZONE INDUSTRIELLE ESSALAM III DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
3444,INDUSTRIE MAROCAINE D’ANCHOIS,INDUSTRIE MAROCAINE D’ANCHOIS,QUARTIER NDUSTRIEL ANZA BP 6143 AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
2143,INDUSTRY MAROCCAN ANCHOVIES,INDUSTRY MAROCCAN ANCHOVIES,QI ANZA BP 6143 AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
5589,INTERNATIONAL CANNING COMPANY,INTERNATIONAL CANNING COMPANY,LOT 5 ET 6 NOUVEAU QUARTIER INDUSTRIEL ROUTE DE DJORF SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
PP.34.0189.18,ISIBAG FISH,ISIBAG FISH,NOUVEAU PORT DE PECHE DE TANGER,TANGER,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
6219,ISSALMAN RIVER,ISSALMAN RIVER,ROUTE OULED BERRJAL KM 2 KENITRA,KENITRA,Morocco,EXPIDITION DES ANGUILLES VIVANTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE"
