approval_no,plant_name,company,address,town_region,country,activity,activity_type,latitude,longitude,geocode_confidence,geocode_formatted
PEF.35.0133.17,FRIOPUERTO TANGER,FRIOPUERTO TANGER,"ZONE FRANCHE LOGISTIQUE TANGER MED LOT 81, OUED R'MEL COMMUNE KSAR AL MAJAZ PROVINCE ANJRA TANGER",FAHS ANJRA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,,,,
PP.74.0252.20,FRIPECHE,FRIPECHE,"Lot n°H Zone Industrielle Hay Essalam, Dakhla",DAKHLA,Morocco,"MARINADE ET FUMAGE DES PETITS PELAGIQUES, FILETAGE ET DECOUPAGE EN RONDELLES DES PETITS PELAGIQUES ET POISSON BLANC, SAUMURAGE DES PETITS PELAGIQUES ET POISSON BLANC, ETETAGE EVISCERATION ET EQUETAGE ET SURGELATION EN IQF DES PETITS PELAGIQUES ET DU POISSON BLANC","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PEF.5.0110.16,nan,nan,KM 11 ROUTE PRINCIPALE D'EL JADIDA N° 8 LISSASFA CASABLANCA,CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.58831,-7.61138,6,"Casablanca, Morocco"
3806,GASTRONOMIA NAPOLITANA,GASTRONOMIA NAPOLITANA,PORT CREVETTIER DE MEHDIA,KENITRA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, SALAISON, MARINADE ET CUISSON","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.58333,-6.33333,1,"Kenitra, Morocco"
2604,GEL FISH,GEL FISH,BP 52 ZONE INDUSTRIELLE PORT DE PECHE LAAYOUNE RC 1335 LAAYOUNE.,LAAYOUNE,Morocco,"CONGELATION DES PETITS PELAGIQUES, FILETAGE DU POISSON, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, ENTREPOSAGE DE VOS PROPRES PRODUITS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
3508,GIL COMES I,GIL COMES I,NOUVEAU PORT DE LARACHE,LARACHE,Morocco,SEMI-CONSERVE ET FUMAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.19321,-6.15572,7,"Larache, Morocco"
4389,GIL COMES II,GIL COMES II,NOUVEAU PORT DE LARACHE,LARACHE,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.19321,-6.15572,7,"Larache, Morocco"
6153,GIL COMES M'LALAH,GIL COMES M'LALAH,NOUVEAU PORT DE LARACHE,LARACHE,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.19321,-6.15572,7,"Larache, Morocco"
PP.33.0060.15,GLACIAIRE DE SIDI IFNI,GLACIAIRE DE SIDI IFNI,"PARCELLE N° 91, Q.I, PORT DE SIDI IFNI",SIDI IFNI,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",29.37975,-10.17299,7,"Sidi Ifni, Tiznit, Morocco"
3396,GOLD SEA FISH II,GOLD SEA FISH II,LOT 234 ET 235 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3284,GOLDEN GOLF,GOLDEN GOLF,LOT 234 ET 235 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2919,GOURTI POULMAR,GOURTI POULMAR,ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.34.0236.19,GREEN STEP,GREEN STEP,SAF LHMAMCOMMUNE SEBT ZINAT- TANGER,TANGER,Morocco,SECHAGE DES CARAPACES DE CREVETTES DESTINEES A LA CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
2862,GROUPEMENT ALIMENTAIRE REUNI,GROUPEMENT ALIMENTAIRE REUNI,"KM 33, N° 1 COMMUNE MANSOURIA, BP 72 MOHAMMEDIA",MOHAMMADIA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.68607,-7.38298,7,"Mohammedia, Morocco"
2395,GRUPECHE,GRUPECHE,N° 6 NOUVEAU PORT D' AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.71.0068.15,HACHIMAR,HACHIMAR,N°102 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
2847,HAFSA SAMAK,HAFSA SAMAK,332 LOTISSEMENT LINA ZONE INDUSTRIELLE SIDI MAAROUF CASABLANCA,CASABLANCA,Morocco,"CONGELATION DE POISSON ENTIER OU FILETE, CONGELATION DES ŒUFS DE POISSONS, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, DECORTICAGE ET CONGELATION DES CREVETTES, ENTREPOSAGE DE VOS PROPRES PRODUITS CONGELES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.51402,-7.65384,7,"Sidi Ma’rouf, Région du Grand Casablanca, Morocco"
3722,HAIFEN FROID,HAIFEN FROID,NOUVEAU PORT D AGADIR,AGADIR,Morocco,CONGELATION ET ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
5505,HALIEUTES PROCESS,HALIEUTES PROCESS,PARCELLE N° 30 A LA ZONE INDUSTRIELLE EL MARSA BP 65 LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.83333,-12.33333,9,"Laayoune, Morocco"
PEF.71.0165.18,HALIEUTES ENTREPOSAGE,HALIEUTES ENTREPOSAGE,N° 110 ZONE INDUSTRIELLE EL EL MARSA LAAYOUNE,LAAYOUNE,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,27.18064,-13.06349,9,"Laayoune, Morocco"
PP.53.0078.16,HOURIATES SIDI ABED,HOURIATES SIDI ABED,PDA SIDI ABED EL JADIDA,EL JADIDA,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE",33.03534,-8.64746,9,"Sidi Abed, El-Jadida, Morocco"
3377,IDOU PESCA,IDOU PESCA,PARCELLE N° 28 NOUVEAU PORT AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
2459,IFNI FRIGO,IFNI FRIGO,LOTISSEMENT N°1 ZONE INDUSTRIELLE ESSALAM LOT 28 ET 29 DAKHLA,DAKHLA,Morocco,"CONGELATION, ETETAGE ET EVISCERATION DES PETITS PELAGIQUES ET CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2407,IGLO FISH,IGLO FISH,ANGLE AVENUE MOHAMED YAZIDIX BOULVARD ABDERRAHMAN BOUAABID EL RAISE LAAYOUNE BP73 PORTDE LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.83333,-12.33333,9,"Laayoune, Morocco"
2461,INDUSMAR,INDUSMAR,ZONE INDUSTRIELLE ESSALAM III DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
